time,cIn,cH,Jw,Js
0.0,22.316430457039473,1e-06,0.0008631205277893473,0.0297764253225486
0.03333,20.172229357424495,7.986328617276791,0.0010048449500103195,0.016108485343321842
0.06667000000000001,19.621944103408747,9.593099344327424,0.001035021806634316,0.013217935444544054
0.1,19.42882639902095,10.128891786443647,0.0010452191390985179,0.012243964467549766
0.13333,19.344531918026743,10.358726805658407,0.0010496137588823248,0.011824714214546188
0.16667,19.30202006398663,10.473853490557863,0.0010518190959851869,0.011614441006496053
0.2,19.278305592945205,10.537943244763065,0.0010530474625827652,0.01149735578355915
0.23332999999999998,19.264048749558036,10.576505958825841,0.0010537863994606676,0.01142693594369523
0.26667,19.254974190523587,10.601129738540891,0.0010542578336495976,0.011382015477631055
0.3,19.248937754013067,10.617599497185244,0.0010545726915996468,0.011352018211059894
0.33333,19.244775563603064,10.629046302875404,0.0010547910588749952,0.011331216509613025
0.36667,19.241821299058785,10.637259228024712,0.001054947286012925,0.011316336363424323
0.4,19.23967582889829,10.643308244082453,0.0010550619255206084,0.01130541905521138
0.43333000000000005,19.238087298438067,10.647868044125152,0.0010551479396480544,0.011297229331745704
0.46667000000000003,19.236892652687757,10.651375149414584,0.0010552137163679233,0.011290967891468322
0.5,19.235983716657234,10.65411874842583,0.0010552648147294109,0.011286105019831216
0.53333,19.23528554854932,10.656299322251389,0.0010553050878532176,0.011282273573006592
0.56667,19.234745703674285,10.65805714910673,0.0010553372319009313,0.011279216654041557
0.6,19.234327008628807,10.65949137592324,0.0010553631539715015,0.011276752548350843
0.63333,19.2340020119991,10.660675437319805,0.0010553842654438491,0.01127474678137986
0.6666700000000001,19.233750446001498,10.661663565870496,0.0010554016085656639,0.011273100050546445
0.7000000000000001,19.233557252202747,10.662495788297875,0.001055415953969171,0.011271738928083877
0.7333299999999999,19.23341079177971,10.66320327901731,0.0010554279006045,0.01127060634931746
0.76667,19.233302130354538,10.663809987954426,0.0010554379085176214,0.011269658484265619
0.8,19.233224378058576,10.664334119363735,0.0010554463287711692,0.01126886188161647
0.83333,19.23317203723567,10.664790444241286,0.0010554534449202387,0.011268189527125081
0.8666699999999999,19.233140762057854,10.665190657876744,0.0010554594813774133,0.011267620041474644
0.8999999999999999,19.233127085483897,10.665543824138119,0.0010554646134480425,0.011267136719041036
0.93333,19.233128187614728,10.665857564132848,0.0010554689872000807,0.011266725644907348
0.96667,19.233141788529547,10.666138057463757,0.0010554727209808657,0.011266375545260382
1.0,19.233166001875993,10.666390148054269,0.0010554759089458432,0.011266077446108665
1.0333299999999999,19.233199285752605,10.666618045467988,0.0010554786315570587,0.011265823683174725
1.06667,19.23324037162256,10.666825229650762,0.0010554809552449998,0.011265607929037065
1.1,19.23328816175348,10.66701443957087,0.0010554829336844745,0.011265425066498422
1.13333,19.23334177008415,10.667188134382823,0.001055484613674498,0.011265270638519656
1.16667,19.233400457940242,10.667348379923892,0.0010554860344497237,0.011265140908751728
1.2,19.23346354658784,10.667496796952971,0.0010554872281796762,0.011265032808901478
1.23333,19.23353050719178,10.66763489134137,0.0010554882233295628,0.011264943628670546
1.26667,19.23360089467157,10.667763945482495,0.0010554890440664575,0.011264871067261224
1.3,19.233674264843543,10.667884954248063,0.0010554897105225075,0.011264813203230153
1.3333300000000001,19.2337502933901,10.66799887780534,0.0010554902406674435,0.01126476832622484
1.36667,19.23382870575809,10.668106543554085,0.0010554906499174051,0.011264734969183416
1.4000000000000001,19.23390919497313,10.66820858026323,0.0010554909513632858,0.011264711881509355
1.4333299999999998,19.23399155886785,10.668305622206898,0.0010554911567067643,0.011264697950031285
1.46667,19.234075625997654,10.668398221703125,0.0010554912760731602,0.01126469221176351
1.5,19.234161172731753,10.668486785159564,0.001055491318276607,0.011264693823571889
1.5333299999999999,19.234248072561865,10.668571745013633,0.0010554912911366627,0.011264702042148909
1.56667,19.234336218588325,10.668653481401122,0.0010554912014668731,0.011264716220033676
1.6,19.2344254394779,10.668732261207614,0.0010554910553978467,0.011264735769760755
1.63333,19.23451565709127,10.668808387847891,0.0010554908582674622,0.011264760184461185
1.66667,19.234606806174675,10.668882130371854,0.001055490614752573,0.011264789020244493
1.7000000000000002,19.23469874915544,10.668953665600732,0.0010554903292514975,0.011264821854686304
1.7333299999999998,19.234791439687108,10.66902321215052,0.0010554900054710165,0.011264858336318262
1.76667,19.234884840112166,10.669090965467907,0.0010554896466722194,0.011264898156134824
1.7999999999999998,19.234978835202643,10.669157042765644,0.0010554892561069138,0.011264941000943484
1.83333,19.235073400029286,10.669221605540557,0.0010554888363831694,0.011264986623954084
1.86667,19.23516851565816,10.669284799305464,0.0010554883898015689,0.01126503480767205
1.9,19.23526408198096,10.669346700938792,0.0010554879188381277,0.011265085312817022
1.93333,19.235360088815494,10.66940743261116,0.00105548742534444,0.01126513796467112
1.9666700000000001,19.23545653020249,10.66946710523677,0.0010554869109555456,0.011265192609148517
2.0,19.235553316468163,10.669525767857516,0.001055486377612055,0.011265249057978525
2.0333300000000003,19.235650447786014,10.669583515031212,0.0010554858266343882,0.01126530718705018
2.06667,19.23574792735995,10.669640433240026,0.0010554852591875947,0.011265366887055546
2.1,19.23584567284572,10.669696551971347,0.0010554846768361808,0.011265428005556362
2.13333,19.235943691818918,10.66975194604819,0.0010554840805209263,0.011265490454611534
2.16667,19.23604199406677,10.669806684401586,0.001055483471069244,0.011265554157081194
2.2,19.236140502476214,10.669860782561242,0.0010554828497771902,0.011265618986102883
2.23333,19.236239229999487,10.669914301017343,0.0010554822173098133,0.011265684880005698
2.26667,19.236338191227947,10.669967295894926,0.0010554815742481625,0.011265751785121797
2.3000000000000003,19.236437312836276,10.670019772615806,0.0010554809216938971,0.011265819593109409
2.33333,19.2365366117398,10.670071781107156,0.0010554802601088478,0.011265888261659085
2.36667,19.23663610608591,10.670123368016572,0.001055479589891727,0.011265957754474983
2.4,19.236735725328003,10.670174531348994,0.0010554789120015603,0.011266027976804371
2.4333299999999998,19.23683548934204,10.670225313141925,0.0010554782267483836,0.011266098900799944
2.46667,19.23693541894215,10.670275752937005,0.0010554775343941919,0.011266170503191677
2.5,19.237035445644658,10.67032584323117,0.0010554768357920934,0.01126624269931758
2.53333,19.23713559156473,10.670375620096076,0.0010554761311373372,0.011266315472266728
2.56667,19.23723587954048,10.67042511768132,0.0010554754205881693,0.011266388808653814
2.6,19.237336242636548,10.670474324348211,0.0010554747049181814,0.011266462631392487
2.63333,19.237436704681016,10.67052327160583,0.0010554739842348285,0.01126653693193636
2.66667,19.23753729006531,10.670571989466826,0.001055473258616751,0.011266611704484637
2.7,19.237637933027752,10.670620463155787,0.0010554725287772384,0.01126668687769587
2.73333,19.23773865872067,10.670668720655653,0.0010554717947558903,0.011266762449488744
2.76667,19.237839492739855,10.670716788772431,0.0010554710565696375,0.0112668384199419
2.8000000000000003,19.237940370221537,10.670764650329417,0.0010554703148856145,0.011266914722111002
2.83333,19.238041317351822,10.670812330557759,0.0010554695696904609,0.011266991358960537
2.86667,19.238142360669325,10.67085985375422,0.0010554688209528141,0.011267068335170457
2.9,19.238243436002957,10.670907200887946,0.0010554680693041784,0.011267145587190728
2.93333,19.238344570353274,10.670954395023102,0.0010554673146894844,0.01126722312195985
2.96667,19.23844579100356,10.671001458475486,0.0010554665570392376,0.01126730094779083
3.0,19.23854703432122,10.671048370771166,0.001055465796957221,0.011267379003774527
3.0333300000000003,19.238648327953946,10.671095153253376,0.0010554650343552357,0.011267457300005926
3.0666700000000002,19.238749699778083,10.671141826661062,0.001055464269133431,0.01126753584769038
3.1,19.238851086582685,10.671188369388847,0.0010554635018738617,0.011267614587988542
3.13333,19.23895251653373,10.671234801402466,0.001055462732461808,0.011267693533522374
3.16667,19.23905401798362,10.671281142175966,0.001055461960773063,0.01126777269781786
3.2,19.239155528053665,10.671327369210768,0.0010554611873725382,0.011267852023668735
3.2333299999999996,19.23925707532809,10.671373501361836,0.0010554604121241222,0.01126793152573511
3.26667,19.239358688544243,10.671419557081181,0.0010554596348839253,0.011268011219418412
3.3000000000000003,19.239460305086823,10.67146551316062,0.0010554588562032461,0.011268091048809001
3.33333,19.23956195387995,10.671511387553181,0.0010554580759286017,0.011268171030222308
3.36667,19.239663663974394,10.671557197879451,0.0010554572939000847,0.011268251180585866
3.4000000000000004,19.239765372964804,10.67160292036415,0.001055456510658124,0.011268331445025448
3.4333299999999998,19.239867110053353,10.671648572223166,0.0010554557260350336,0.011268411841209747
3.46667,19.239968904547716,10.671694170396378,0.0010554549398577896,0.01126849238731617
3.5,19.240070694210686,10.671739690652787,0.001055454152658093,0.011268573029301728
3.5333300000000003,19.240172508473364,10.67178514960211,0.0010554533642565744,0.011268653785948355
3.5666700000000002,19.240274376855268,10.671830563623551,0.0010554525744694032,0.011268734676463268
3.5999999999999996,19.24037623725449,10.671875908118,0.001055451783821237,0.01126881564747418
3.63333,19.240478119291726,10.67192119919382,0.0010554509921230414,0.011268896718684113
3.6666700000000003,19.240580052662253,10.671966452765755,0.0010554501991820277,0.011268977910153764
3.7,19.240681975373406,10.672011643935935,0.0010554494055171472,0.011269059169054383
3.7333300000000005,19.240783917203835,10.67205678839576,0.0010554486109313206,0.011269140515855428
3.7666699999999995,19.24088590799541,10.672101901673162,0.001055447815224299,0.01126922197132871
3.8,19.24098788584407,10.672146958626685,0.0010554470189103847,0.011269303483087958
3.8333299999999997,19.241089880660695,10.67219197459917,0.0010554462217857736,0.011269385072243608
3.86667,19.241191922410145,10.672236964794743,0.001055445423643965,0.011269466760163133
3.9000000000000004,19.241293949260342,10.672281903872522,0.0010554446249954653,0.011269548494821745
3.9333299999999998,19.241395991233524,10.672326806882523,0.0010554438256308155,0.011269630297868753
3.9666699999999997,19.241498078398212,10.672371688756515,0.0010554430253382544,0.011269712191172948
4.0,19.24160014898102,10.672416523989684,0.0010554422246251735,0.011269794123006006
4.03333,19.24170223309838,10.672461327384907,0.0010554414232773388,0.011269876115472317
4.06667,19.24180436090663,10.6725061136438,0.0010554406210785418,0.011269958190864652
4.1,19.241906470680316,10.67255085712631,0.0010554398185336107,0.011270040297698528
4.13333,19.242008592615935,10.672595572425802,0.0010554390154242602,0.01127012245846447
4.16667,19.24211075694459,10.672640274048561,0.001055438211530503,0.011270204695815382
4.2,19.24221290198,10.672684936242572,0.0010554374073550536,0.011270286958467957
4.2333300000000005,19.242315057987067,10.67272957342284,0.0010554366026761745,0.01127036926924176
4.26667,19.242417255260797,10.672774199929187,0.0010554357972706546,0.011270451651096901
4.3,19.24251943214698,10.672818789916606,0.0010554349916394598,0.011270534052916474
4.33333,19.24262161896918,10.672863357647651,0.0010554341855578988,0.011270616497801584
4.36667,19.24272384607731,10.672907917319717,0.0010554333788000004,0.011270699008975494
4.4,19.242826051843387,10.672952443010333,0.001055432571865279,0.011270781535459237
4.43333,19.242928266641517,10.672996948851246,0.0010554317645265065,0.01127086410059577
4.46667,19.24303052086895,10.673041448917536,0.0010554309565553386,0.011270946727834635
4.5,19.24313275291918,10.67308591722201,0.0010554301484500836,0.011271029366311464
4.533329999999999,19.243234993210017,10.673130367783779,0.0010554293399813264,0.011271112039577758
4.56667,19.243337272179726,10.673174814572494,0.0010554285309186736,0.011271194771278366
4.6000000000000005,19.24343952823931,10.673219231546753,0.0010554277217594305,0.01127127751064426
4.63333,19.243541791844553,10.673263632628329,0.0010554269122722885,0.011271360281407409
4.66667,19.243644093469385,10.6733080316957,0.0010554261022250808,0.011271443107381892
4.699999999999999,19.243746371539057,10.673352402661935,0.0010554252921142753,0.011271525937878063
4.7333300000000005,19.243848656542465,10.67339675936442,0.001055424481706921,0.011271608796784644
4.76667,19.24395097898466,10.673441115602525,0.001055423670769307,0.011271691708062784
4.8,19.244053277302463,10.673485445250988,0.001055422859797205,0.011271774621089057
4.83333,19.24415558201374,10.673529762073807,0.0010554220485562305,0.011271857559888772
4.86667,19.24425792365082,10.673574079801492,0.001055421236811329,0.011271940548551358
4.9,19.24436024065984,10.67361837227645,0.001055420425057689,0.011272023536508607
4.93333,19.244462563584115,10.673662653198658,0.001055419613059674,0.01127210654790525
4.966670000000001,19.244564922979986,10.673706936238514,0.001055418800581053,0.01127218960694295
5.0,19.244667257301003,10.673751195211086,0.001055417988116528,0.011272272663099563
5.03333,19.244769597112946,10.673795443760342,0.0010554171754293652,0.011272355740624547
5.06667,19.24487197299334,10.673839695504057,0.0010554163622823007,0.011272438863818096
5.1,19.244974323401593,10.673883924234145,0.0010554155491696306,0.011272521982196443
5.133330000000001,19.245076678923358,10.673928143545432,0.0010554147358536555,0.011272605120101184
5.16667,19.24517907015494,10.673972367009494,0.0010554139220962028,0.011272688301919251
5.2,19.245281435560276,10.674016568398597,0.0010554131083912299,0.011272771477198844
5.2333300000000005,19.2453838057427,10.674060761264343,0.001055412294500186,0.011272854670362854
5.2666699999999995,19.24548621131517,10.674104959137654,0.0010554114801840963,0.011272937905874766
5.300000000000001,19.245588590745097,10.674149135774082,0.0010554106659366358,0.011273021133309379
5.333329999999999,19.245690974651534,10.674193304687117,0.0010554098515185009,0.011273104377161494
5.36667,19.24579339366234,10.674237479371808,0.001055409036690006,0.011273187661962407
5.4,19.245895786247427,10.674281633569477,0.0010554082219445926,0.01127327093730895
5.43333,19.24599818303992,10.674325780759919,0.001055407407042288,0.011273354227759718
5.466670000000001,19.246100614681037,10.67436993440646,0.001055406591742777,0.011273437557906236
5.5,19.246203019642394,10.67441406823828,0.0010554057765393067,0.01127352087736352
