0	-0.04	131.81	10.045	0
5	-0.03	131.84	10.126	0
10	-0.04	131.99	13.411	0
15	-0.03	132.02	13.516	0
20	-0.03	132.04	13.455	0
25	-0.03	131.98	13.468	0
30	-0.03	131.92	13.479	0
35	-0.03	132.04	13.484	0
40	-0.04	132.15	13.488	0
45	-0.03	132.05	13.488	0
50	-0.03	132.05	13.489	0
55	-0.03	132.11	13.488	0
60	-0.03	132.11	13.488	0
65	-0.03	132.2	13.487	0
70	-0.03	132.1	13.484	0
75	-0.03	132.22	13.484	0
80	-0.03	132.15	13.482	0
85	-0.04	132.24	13.481	0
90	-0.03	132.35	13.479	0
95	-0.03	132.22	13.478	0
100	-0.04	132.17	13.477	0
105	-0.03	132.35	13.474	0
110	-0.02	132.37	13.473	0
115	-0.02	132.24	13.471	0
120	-0.02	132.38	13.469	0
125	-0.02	132.29	13.469	0
130	-0.03	132.39	13.467	0
135	-0.01	132.49	13.467	0
140	-0.01	132.44	13.467	0
145	-0.02	132.43	13.465	0
150	-0.02	132.48	13.464	0
155	-0.02	132.54	13.461	0
160	-0.02	132.56	13.461	0
165	-0.02	132.52	13.46	0
170	-0.02	132.51	13.457	0
175	-0.02	132.61	13.456	0
180	-0.01	132.63	39.87	0
185	-0.03	132.72	56.821	0
190	-0.03	132.8	57.246	0
195	-0.02	132.91	57.548	0
200	-0.02	133.01	57.737	0
205	-0.02	133.09	57.872	0
210	-0.02	133.19	57.968	0
215	-0.02	133.36	58.039	0
220	-0.02	133.49	58.093	0
225	-0.03	133.57	58.136	0
230	-0.02	133.65	58.17	0
235	-0.02	133.77	58.199	0
240	-0.03	134.33	58.221	0
245	-0.03	153.88	58.239	0
250	-0.02	161.24	58.254	0
255	-0.02	167.19	58.266	0
260	-0.02	179	58.278	0
265	-0.02	179.62	58.287	0
270	-0.02	191.66	58.293	0
275	-0.03	193.95	58.299	0
280	-0.03	204.68	58.305	0
285	-0.02	209.78	58.308	0
290	-0.02	218.78	58.309	0
295	-0.02	218.91	58.311	0
300	-0.03	219.01	58.312	0
305	-0.02	219.28	58.313	0
310	-0.02	219.56	58.312	0
315	-0.03	220.97	58.308	0
320	-0.03	221.51	58.309	0
325	-0.03	222.18	58.305	0
330	-0.03	222.97	58.304	0
335	-0.02	223.63	58.302	0
340	0.01	237.72	58.301	0
345	0.01	245.92	58.298	0
350	0.05	249.12	58.295	0
355	0.04	249.72	58.291	0
360	0.1	250.1	58.29	0
365	0.1	250.47	58.285	0
370	0.14	250.66	58.283	0
375	0.14	251.02	58.279	0
380	0.18	251.45	58.276	0
385	0.19	251.78	58.271	0
390	0.23	258.93	58.268	0
395	0.24	263.61	58.263	0
400	0.27	267.48	58.261	0
405	0.26	270.67	58.256	0
410	0.33	272.09	58.252	0
415	0.33	272.51	58.247	0
420	0.37	272.72	58.241	0
425	0.37	277.98	58.236	0
430	0.43	281.5	58.231	0
435	0.42	285.42	58.226	0
440	0.43	289.55	58.22	0
445	0.47	292.23	58.215	0
450	0.48	294.71	58.21	0
455	0.53	297.92	58.204	0
460	0.53	301.38	58.198	0
465	0.57	305.02	58.19	0
470	0.57	309.08	58.186	0
475	0.62	NaN	58.179	0
480	0.62	NaN	58.171	0
485	0.68	NaN	58.166	0
490	0.66	NaN	58.16	0
495	0.73	NaN	58.154	0
500	0.72	NaN	58.148	0
505	NaN	NaN	58.142	0
510	0.77	NaN	58.135	0
515	0.77	NaN	58.129	0
520	0.81	NaN	58.124	0
525	0.81	NaN	58.117	0
530	0.86	NaN	58.111	0
535	0.87	NaN	58.104	0
540	0.91	NaN	58.097	0
545	0.92	NaN	58.09	0
550	0.97	NaN	58.086	1
555	0.99	NaN	58.077	0
560	1.02	NaN	58.073	0
565	1.03	NaN	58.066	0
570	1.03	NaN	58.06	0
575	1.08	NaN	58.053	0
580	1.08	NaN	58.047	0
585	1.11	NaN	58.039	0
590	1.12	NaN	58.033	0
595	1.16	NaN	58.026	0
600	1.17	NaN	58.02	0
605	1.22	NaN	58.013	0
610	1.22	407.52	58.007	0
615	1.27	410.91	58	0
620	1.27	414.16	57.992	0
625	1.28	417.53	57.986	0
630	1.3	421.11	57.98	0
635	1.36	424.51	57.972	0
640	1.35	427.83	57.966	0
645	1.36	431.11	57.958	0
650	1.4	434.33	57.953	0
655	1.4	437.79	57.946	0
660	1.46	441.11	57.938	0
665	1.46	444.33	57.931	0
670	1.51	472.47	57.924	0
675	1.5	479.26	57.918	0
680	1.51	482.22	57.91	0
685	1.56	485.28	57.905	0
690	1.56	488.46	57.896	0
695	1.61	491.2	57.89	0
700	1.61	494.93	57.882	0
