0	0.01	1944.71	11.656	0
5	0.01	1911.33	11.751	0
10	0.01	1888.5	12.362	0
15	0.02	1882.37	12.689	0
20	0.01	1875.74	12.714	0
25	0.01	1874.17	12.713	0
30	0.01	1873.86	12.709	0
35	0.02	1875.3	12.705	0
40	0.01	1874.04	12.699	0
45	0.01	1873.88	12.692	0
50	0	1872.83	12.687	0
55	0	1873.59	12.684	0
60	-0.02	1873.73	12.583	0
65	0	1871.77	12.578	0
70	0	1872.64	12.573	0
75	-0.01	1873.54	12.569	0
80	0	1872.79	22.702	0
85	0	1872.62	44.619	0
90	0	1870.92	60.476	0
95	0	1875.69	60.501	0
100	0	1879.83	60.507	0
105	0	1880.91	60.508	0
110	0	1883.71	60.508	0
115	0	1882.82	60.508	0
120	0	1885.62	60.508	0
125	0	1885.84	60.508	0
130	0	1887.54	60.508	0
135	0	1918.76	60.508	0
140	0	1955.89	60.508	0
145	0	1958.58	60.507	0
150	0	1959.49	60.509	0
155	0	2021.29	60.509	0
160	0	2034.79	60.508	0
165	0	2038.99	60.509	0
170	0	2080.51	60.509	0
175	0	2114.2	60.507	0
180	0	2144.66	60.506	0
185	-0.02	2171.73	60.505	0
190	-0.02	2201.15	60.505	0
195	-0.01	2228.77	60.504	0
200	-0.01	2257.82	60.504	0
205	-0.01	2287.08	60.503	0
210	0	2318	60.503	0
215	0	2347.14	60.504	0
220	0	2372.56	60.504	0
225	0	2410.16	60.502	0
230	0	2434.93	60.503	0
235	0	2473.59	60.504	0
240	0	2496.92	60.504	0
245	0	2531.33	60.505	0
250	0.03	2563.5	60.504	0
255	0.04	2593.07	60.506	0
260	0.06	2620.45	60.506	0
265	0.11	2649.44	60.506	0
270	0.11	2681.95	60.505	0
275	0.16	2718.19	60.517	0
280	0.16	2746.82	60.524	0
285	0.2	2782.67	60.533	0
290	0.21	2807.04	60.541	0
295	0.26	2839.13	60.549	0
300	0.26	2879.43	60.557	0
305	0.32	2914.23	60.568	0
310	0.32	2935.65	60.575	0
315	0.32	2974.03	60.585	0
320	0.37	3000.14	60.592	0
325	0.37	3038.9	60.597	0
330	0.43	3060.44	60.607	0
335	0.42	3095.89	60.614	0
340	0.49	3126.11	60.621	0
345	0.48	3157.92	60.629	0
350	0.54	3189.47	60.638	0
355	0.53	3213.9	60.644	0
360	0.54	3248.92	60.651	0
365	0.6	3280.08	60.66	0
370	0.6	3306.02	60.667	0
375	0.65	3336.18	60.675	0
380	0.66	3370.13	60.683	0
385	0.71	3394.66	60.691	0
390	0.72	3426.74	60.698	0
395	0.72	3461.02	60.705	0
400	0.77	3482.56	60.712	0
405	0.77	3512.2	60.721	0
410	0.83	3548.73	60.727	0
415	0.83	3575.45	60.736	0
420	0.88	3600.58	60.743	0
425	0.89	3626.42	60.747	0
430	NaN	3662.95	60.758	0
435	0.95	3683.93	60.767	0
440	0.95	3719.02	60.774	0
445	1.01	3743.87	60.781	0
450	1	3779.65	60.787	0
455	1.05	3803.31	60.794	1
460	1.08	3833.27	60.8	0
465	1.08	3853.25	60.807	0
470	1.12	3889.86	60.812	0
475	1.12	3908.44	60.82	0
480	1.17	3943.56	60.825	0
485	1.17	3970.25	60.832	0
490	1.22	3990.46	60.838	0
495	1.22	NaN	60.844	0
500	1.26	NaN	60.85	0
505	1.26	NaN	60.856	0
510	1.31	NaN	60.863	0
515	1.3	NaN	60.868	0
520	1.37	NaN	60.876	0
525	1.37	NaN	60.882	0
530	1.42	NaN	60.889	0
535	1.4	NaN	60.89	0
540	1.46	NaN	60.896	0
545	1.46	NaN	60.902	0
550	1.51	NaN	60.908	0
555	1.49	NaN	60.912	0
560	1.56	NaN	60.918	0
565	1.56	NaN	60.923	0
570	1.61	NaN	60.928	0
575	1.6	NaN	60.934	0
580	1.64	NaN	60.94	0
585	1.65	NaN	60.946	0
590	1.66	NaN	60.951	0
595	1.71	NaN	60.956	0
600	1.71	NaN	60.96	0
605	1.76	NaN	60.965	0
610	1.77	NaN	60.97	0
615	1.77	NaN	60.974	0
620	1.82	NaN	60.981	0
625	1.82	NaN	60.985	0
630	1.87	4683.24	60.989	0
635	1.88	4712.77	60.993	0
640	1.93	4725.67	60.998	0
645	1.94	4756.11	61.004	0
650	1.95	4774.43	61.007	0
655	1.98	4803.29	61.014	0
660	2.03	4833.3	61.016	0
665	2.03	4844.52	61.019	0
670	2.04	4870.53	61.022	0
675	2.08	4898.08	61.027	1
680	2.1	4925.79	61.031	0
685	2.11	4938.94	61.035	0
690	2.12	4964.32	61.039	0
695	2.16	4992.91	61.042	0
700	2.18	5005.15	61.044	0
705	2.21	5035.51	61.047	0
710	2.22	5064.03	61.052	0
715	2.28	5081.34	61.055	0
720	2.27	5098.2	61.056	0
725	2.28	5117.65	61.058	0
730	2.33	5149.88	61.061	0
735	2.33	5174.34	61.063	0
740	2.38	5185.9	61.066	0
